video_url,author,text,likes,label,clean_text
https://www.youtube.com/watch?v=MUC5kNCMetY,@StormSpotterJayhawk-z7u,"You forgot about the largest tsunami of all time, the Lituya Bay Mega Tsunami.",1,1,forgot largest tsunami time lituya bay mega tsunami
https://www.youtube.com/watch?v=MUC5kNCMetY,@theronrichardson7954,Fun fact. September 28 was my birthday,0,0,fun fact september birthday
https://www.youtube.com/watch?v=MUC5kNCMetY,@robertlaschever3935,Waves were not 40.5 meters.  They looked like 10 or15 meters at the most.,1,0,wave meter looked like meter
https://www.youtube.com/watch?v=MUC5kNCMetY,@alexcrawford5350,"3:00 Wow, that’s incredible how fast that water is moving.",0,,wow incredible fast water moving
https://www.youtube.com/watch?v=MUC5kNCMetY,@beabangerz4233,Do you know mother nature maybe is doing this,0,,know mother nature maybe
https://www.youtube.com/watch?v=MUC5kNCMetY,@eggbo1,what is that grandma doing😭,0,0,grandma
https://www.youtube.com/watch?v=MUC5kNCMetY,@charlesfrizzell4894,2:04 sexy juice taco!,0,0,sexy juice taco
https://www.youtube.com/watch?v=MUC5kNCMetY,@NineballChris,lol Sounded like it. I wonder what was actually said.,0,0,lol sounded like wonder actually said
https://www.youtube.com/watch?v=MUC5kNCMetY,@christopherrainerarjunputr8446,guys help me I’m in Singapore there is a earthquake pls help me😢😢😢😢,8,,guy help singapore earthquake pls help
https://www.youtube.com/watch?v=MUC5kNCMetY,@jimbodiny101, @A_R_MAN  shut up you little tic.,0,0,man shut little tic
https://www.youtube.com/watch?v=MUC5kNCMetY,@BRBismythang, @A_R_MAN bro he/she isn’t Muslim,1,0,man bro muslim
https://www.youtube.com/watch?v=MUC5kNCMetY,@charlieboy66362, @A_R_MAN shut up,0,0,man shut
https://www.youtube.com/watch?v=MUC5kNCMetY,@A_R_MAN,"@BrookeElisabethUK 

Why the lack of manners and disrespect for others?",0,0,brookeelisabethuk lack manner disrespect others
https://www.youtube.com/watch?v=MUC5kNCMetY,@A_R_MAN," @Blueknightroblox  you don’t know English 😂, that’s why",0,,blueknightroblox know english
https://www.youtube.com/watch?v=MUC5kNCMetY,@Branch_prodz,"⁠



God can help",0,1,god help
https://www.youtube.com/watch?v=MUC5kNCMetY,@DaisyForLife674,Bro we can’t help you😂😊❤,1,1,bro help
https://www.youtube.com/watch?v=MUC5kNCMetY,@bussi7859,Hysterical camera man in panic,0,1,hysterical camera man panic
https://www.youtube.com/watch?v=MUC5kNCMetY,@jason_yt77,Don't forget about The Fukushima Nuclear disaster in japan after Earthquake,0,,forget fukushima nuclear disaster japan earthquake
https://www.youtube.com/watch?v=MUC5kNCMetY,@tszhinyiu1647,I am going to Japan I’m scared,0,1,going japan scared
https://www.youtube.com/watch?v=MUC5kNCMetY,@RettHeinrich,5:01 bro was like aw man my new shoes are damp,3,0,bro like man new shoe damp
https://www.youtube.com/watch?v=MUC5kNCMetY,@Landon-n1b,Bro I was born on September 28th 2009,0,0,bro born september
https://www.youtube.com/watch?v=MUC5kNCMetY,@Tommy-gun68,Youtube is REALLY pushing these kamala harris adds,1,0,youtube really pushing kamala harris add
https://www.youtube.com/watch?v=MUC5kNCMetY,@oscargreat,"10:20 The power of God. Not ""nature"", ""mother nature"" or any other ridiculous word.",1,0,power god nature mother nature ridiculous word
https://www.youtube.com/watch?v=MUC5kNCMetY,@Pados_music,"Hha, god knows nothing. He died when Darwin talked about evolution.",0,0,hha god know nothing died darwin talked evolution
https://www.youtube.com/watch?v=MUC5kNCMetY,@oscargreat, @Pados_music  I care too little to justify an answer to a rabbi. No offense.,1,0,pados music care little justify answer rabbi offense
https://www.youtube.com/watch?v=MUC5kNCMetY,@Pados_music,"Νο​ @oscargreat  No offence, but i am not a rabbi, just an atheist.",0,0,oscargreat offence rabbi atheist
https://www.youtube.com/watch?v=MUC5kNCMetY,@johnslizardeyelid,People grabbing masks while the World shakes was alarming!!!!!,0,1,people grabbing mask world shake alarming
https://www.youtube.com/watch?v=MUC5kNCMetY,@DovahYol,Who tf names these volcanoes man 😂,0,,name volcano man
https://www.youtube.com/watch?v=MUC5kNCMetY,@Rey-Nolds,Did the ship crew call in the pending disastrous waves coming?,0,1,ship crew call pending disastrous wave coming
https://www.youtube.com/watch?v=MUC5kNCMetY,@Bobdabobby,STAY HYDRATED LOL,0,1,stay hydrated lol
https://www.youtube.com/watch?v=MUC5kNCMetY,@dynasingh2969,omg so funny😒,0,0,omg funny
https://www.youtube.com/watch?v=MUC5kNCMetY,@Bobdabobby, @dynasingh2969  bro why comment if you don't find it funny. I know 8t was cringe but you don't have to be like that about it,0,0,dynasingh bro comment find funny know cringe like
https://www.youtube.com/watch?v=MUC5kNCMetY,@paulschomber4152,Because is us territory,0,,territory
https://www.youtube.com/watch?v=MUC5kNCMetY,@wilcofaber9863,Krakatoa was a big version of the hunga tonga hunga hapaai volcano in the year 1883.,0,,krakatoa big version hunga tonga hunga hapaai volcano year
https://www.youtube.com/watch?v=MUC5kNCMetY,@DBo-pp1gn,"What About the Indian Ocean Boxing Day Tsunami....230K killed 
Smfh...🤦",0,1,indian ocean boxing day tsunami killed smfh
https://www.youtube.com/watch?v=MUC5kNCMetY,@TheAl6244,Don't mind the FBI Getting taken out there crooked anyway.,0,,mind fbi getting taken crooked anyway
https://www.youtube.com/watch?v=MUC5kNCMetY,@theowootton6143,Water seeks its own level,0,1,water seek level
https://www.youtube.com/watch?v=MUC5kNCMetY,@Keith-wh4sq,Video sucked,0,0,video sucked
https://www.youtube.com/watch?v=MUC5kNCMetY,@gordanagarment-y8i,5:02 .I DO NOT BELIEVE THAT PERSON  STILL HAVE MASK ON. OMG SOME PEOPLE ARE SO STUPID.,0,0,believe person still mask omg people stupid
https://www.youtube.com/watch?v=MUC5kNCMetY,@johnrflinn,Need to translate wooukk wooouk wuk oooooh ah,0,0,need translate wooukk wooouk wuk oooooh
https://www.youtube.com/watch?v=MUC5kNCMetY,@nellinightshade3358,And that truly was a doozy...,0,0,truly doozy
https://www.youtube.com/watch?v=MUC5kNCMetY,@joflores7033,i love this vid,0,0,love vid
https://www.youtube.com/watch?v=MUC5kNCMetY,@TheBoneVampire,Honga Tonga honga huhhhhwah?? 😂,0,,honga tonga honga huhhhhwah
https://www.youtube.com/watch?v=MUC5kNCMetY,@manosaurokkj,"1:20 damn, one day after I was born",0,0,damn one day born
https://www.youtube.com/watch?v=MUC5kNCMetY,@I_Enjoy_Narcotics,dayum,1,0,dayum
https://www.youtube.com/watch?v=MUC5kNCMetY,@TT10Kofficial,"“We got you on camera”
the camera: 0:29",0,,got camera camera
https://www.youtube.com/watch?v=MUC5kNCMetY,@rboothy9795,I cause tsunami myself in the bath tub it’s pretty cool I think,0,1,cause tsunami bath tub pretty cool think
https://www.youtube.com/watch?v=MUC5kNCMetY,@kodac4256,How can you estimate a number that specific?,0,,estimate number specific
https://www.youtube.com/watch?v=MUC5kNCMetY,@haveaday1812,3:40…. Waves 130 ft high and reaching 400 mph? Absolute horseshit. That is total nonsense and not accurate at all.,0,1,wave high reaching mph absolute horseshit total nonsense accurate
https://www.youtube.com/watch?v=MUC5kNCMetY,@undertale-red-and-yellow,New top 1,2,0,new top
https://www.youtube.com/watch?v=MUC5kNCMetY,@undertale-red-and-yellow, @feysteii  yes 🥰,0,0,feysteii yes
https://www.youtube.com/watch?v=MUC5kNCMetY,@jackkarg2578,40.5 meters was the *Run-Up*.....The actual wave was only about 10.....,0,0,meter run actual wave
https://www.youtube.com/watch?v=MUC5kNCMetY,@kanakTheGold,"Tsunami: 1:52 - 2:02
Japanese: ... seductive grunts.",0,1,tsunami japanese seductive grunt
https://www.youtube.com/watch?v=MUC5kNCMetY,@IvanaLucchesi-q5h,I live blocks away from the largest lake in Idaho and we have records of 2 tsunamis in the past 200 years so they don't just happen in Oceans.,0,0,live block away largest lake idaho record tsunami past year happen ocean
https://www.youtube.com/watch?v=MUC5kNCMetY,@Tadesan,Ive stumbled into the dumb part of youtube. Goodbye.,0,,ive stumbled dumb part youtube goodbye
https://www.youtube.com/watch?v=MUC5kNCMetY,@ilieemilianbucur7691,On the fifth The video you can see the rest In the background,0,,fifth video see rest background
https://www.youtube.com/watch?v=MUC5kNCMetY,@chloehennessey6813,"I forgot what the video was about. 
You talk too much. Just show the videos.",0,0,forgot video talk much show video
https://www.youtube.com/watch?v=MUC5kNCMetY,@Leavemealone-h8w,W- Wow… this is Really scary and yeah!😢,0,,wow really scary yeah
https://www.youtube.com/watch?v=MUC5kNCMetY,@AceRufinoNualda,Of 2011 on japan  9.2 EarthQuake 30 feet tsunami,0,1,japan earthquake foot tsunami
https://www.youtube.com/watch?v=MUC5kNCMetY,@Red-Magic,40 meters?  Sounds like extreme embellishment,1,0,meter sound like extreme embellishment
https://www.youtube.com/watch?v=MUC5kNCMetY,@Saturnth,(Tidal wave song from geometry dash starts playing),1,0,tidal wave song geometry dash start playing
https://www.youtube.com/watch?v=MUC5kNCMetY,@Ginzashimi,Shiawase V.I.P*,0,0,shiawase
https://www.youtube.com/watch?v=MUC5kNCMetY,@oldmech619,There were no tsunami warnings sirens.,0,1,tsunami warning siren
https://www.youtube.com/watch?v=MUC5kNCMetY,@Ggrgegds,Pov: ur trying to find an comments that doesn't says waves/tsunami,0,1, wave tsunami
https://www.youtube.com/watch?v=MUC5kNCMetY,@advicemaster1365,Show me one 5' wave in this vid.  Tsunami's are SURGES of water - not gigantic waves,0,1,show one wave vid tsunami surge water gigantic wave
https://www.youtube.com/watch?v=MUC5kNCMetY,@ClintBreeze,So fucking fake!!!!,0,0,fucking fake
https://www.youtube.com/watch?v=MUC5kNCMetY,@L3AHHHH,Gurl☠️🙏🏾—-,0,0,gurl
https://www.youtube.com/watch?v=MUC5kNCMetY,@delowerhossain2,you bright side or the 1F,0,0,bright side
https://www.youtube.com/watch?v=MUC5kNCMetY,@lankalifestylee,You forget indian ocean tsunami 2004 im sri lanka,0,,forget indian ocean tsunami sri lanka
https://www.youtube.com/watch?v=MUC5kNCMetY,@goosefarm3602,tsnaumis are terrifying,0,1,tsnaumis terrifying
https://www.youtube.com/watch?v=MUC5kNCMetY,@number6715,i love this song watching it again,0,0,i love this song watching it again
https://www.youtube.com/watch?v=MUC5kNCMetY,@jimtalor7971,"Good thing the Japanese ship didn't pull a ""Poseidon Adventure"" maneuver!!",3,,good thing japanese ship pull poseidon adventure maneuver
https://www.youtube.com/watch?v=MUC5kNCMetY,@SebGon,5:09 woman chilling and touring as Tsunami wave arrives 😅,0,1,woman chilling touring tsunami wave arrives
https://www.youtube.com/watch?v=MUC5kNCMetY,@YogiDemis,"Remember, the cameraman never dies!",1,0,remember cameraman never
https://www.youtube.com/watch?v=MUC5kNCMetY,@yagoat_tv7790,huge waves hitting the shore people running away,0,1,huge waves hitting the shore people running away
https://www.youtube.com/watch?v=MUC5kNCMetY,@puma3zx,"Sensationalism. However, Google “Lituya Bay Tsunami” tho.",0,0,sensationalism however google lituya bay tsunami tho
https://www.youtube.com/watch?v=MUC5kNCMetY,@lawrencedarmawan3164,flood water rising very fast near the beach,3,1,flood water rising very fast near the beach
https://www.youtube.com/watch?v=MUC5kNCMetY,@lawrencedarmawan3164,this looks like a tsunami approaching look at the waves,1,1,this looks like a tsunami approaching look at the waves
https://www.youtube.com/watch?v=MUC5kNCMetY,@keepdancingmaria,Far out to sea is where you want to meet a tsunami.,88,1,far sea want meet tsunami
https://www.youtube.com/watch?v=MUC5kNCMetY,@AlexcookzFN,yep,3,0,yep
https://www.youtube.com/watch?v=MUC5kNCMetY,@Lemonman-r4v,True bc the tsunami is small at the time,7,1,true tsunami small time
https://www.youtube.com/watch?v=MUC5kNCMetY,@keepdancingmaria,nothing scary here just normal ocean,0,0,nothing scary here just normal ocean
https://www.youtube.com/watch?v=MUC5kNCMetY,@jonahdelagarde9807,Yeah because it gets bigger the further it goes right?,5,0,yeah get bigger right
https://www.youtube.com/watch?v=MUC5kNCMetY,@keepdancingmaria,why is everyone overreacting its fine,8,0,why is everyone overreacting its fine
https://www.youtube.com/watch?v=MUC5kNCMetY,@jonahdelagarde9807, @keepdancingmaria  oh okay thanks,2,,keepdancingmaria okay thanks
https://www.youtube.com/watch?v=MUC5kNCMetY,@thereal1006,nothing serious just normal high tide,100,0,nothing serious just normal high tide
https://www.youtube.com/watch?v=MUC5kNCMetY,@holeefuk4614,wow number 3!! Video of water up to peoples calves. incredible!,0,,wow number video water people calf incredible
https://www.youtube.com/watch?v=MUC5kNCMetY,@jamesglavich1426,"I think you should use a different description. How can anyone ""Enjoy this video""?",0,0,think use different description anyone enjoy video
https://www.youtube.com/watch?v=MUC5kNCMetY,@Freemelon07,"5:05

Dude doesn't care.",0,0,dude care
https://www.youtube.com/watch?v=MUC5kNCMetY,@sawyermast5388,my ass on a surfboard lol,0,0,surfboard lol
https://www.youtube.com/watch?v=MUC5kNCMetY,@summerjohnson5324,Imagine swimming when you get pulled like a mile in to the ocean then turning around to a giant wave that’s about to swallow you,0,,imagine swimming get pulled like mile ocean turning around giant wave swallow
https://www.youtube.com/watch?v=MUC5kNCMetY,@Adamirishconundrum630,Tsunami's are beautiful,0,0,tsunami beautiful
https://www.youtube.com/watch?v=MUC5kNCMetY,@neils2357,sea water entering the road this looks dangerous,0,1,sea water entering the road this looks dangerous
https://www.youtube.com/watch?v=MUC5kNCMetY,@GodLagcher,finally a video that doesnt clickbait the thumbnail,36,,finally video doesnt clickbait thumbnail
https://www.youtube.com/watch?v=MUC5kNCMetY,@ThatBlueLightInthedistance,lol fr,0,0,lol
https://www.youtube.com/watch?v=MUC5kNCMetY,@MelancholyDreams410,I highly doubt said waves reach 400 some MPH. That absurd.,0,0,highly doubt said wave reach mph absurd
https://www.youtube.com/watch?v=MUC5kNCMetY,@Senator-KO,You’ve clearly never seen me at the gym bro.,0,0,clearly never seen gym bro
https://www.youtube.com/watch?v=MUC5kNCMetY,@dredenny6654,@SENATOR. DON'T BE A CORNBALL,2,0,senator cornball
https://www.youtube.com/watch?v=MUC5kNCMetY,@rodd555,doesnt matter what have seen on line. there is nothing have ever seen quite like tsunami,0,,doesnt matter seen line nothing ever seen quite like tsunami
https://www.youtube.com/watch?v=MUC5kNCMetY,@mrchange1715,Can you just stop ✋ speaking and play the video,0,0,stop speaking play video
https://www.youtube.com/watch?v=MUC5kNCMetY,@BearBearMcBearson,No one gona talk about that person who walks from the tsunamis like it’s noting?😂😂😂🤣🤣🤣,1,,one gona talk person walk tsunami like noting
https://www.youtube.com/watch?v=MUC5kNCMetY,@CosmosTech108,He was like: Ugh! This sh*t agaun,1,0,like ugh agaun
https://www.youtube.com/watch?v=MUC5kNCMetY,@jimlahey3919,"I’m glad I live in western Pennsylvania, far away from the flat tornado lands and the oceans",1,0,glad live western pennsylvania far away flat tornado land ocean
https://www.youtube.com/watch?v=MUC5kNCMetY,@hyzercreek,"1:39 is NOT a tsunami. Tsunamis take 20 minutes to go under a ship, these are surface waves that go under the ship in a few seconds. NOT TSUNAMIS!!!",0,1,tsunami tsunami take minute ship surface wave ship second tsunami
https://www.youtube.com/watch?v=MUC5kNCMetY,@hyzercreek,"I think it's impossible for the average person to understand, tsunamis are not HIGH waves they are LONG waves. They are 500 miles long, even a 5 foot tsunami can flood a town",1,,think impossible average person understand tsunami high wave long wave mile long even foot tsunami flood town
https://www.youtube.com/watch?v=MUC5kNCMetY,@Doonkough,"DID the COAST GUARD
   *"" CALL IT! IN.  !
  OHHH! HELL NOT 
or thee Athoaridies
 Release the WORNING 
  OHHHHH ,,, HELL NO!",0,1,coast guard call ohhh hell thee athoaridies release worning ohhhhh hell
https://www.youtube.com/watch?v=MUC5kNCMetY,@ThisZombieBitesEverything,I like how he said… “it collects more water” … from where? I mean it’s not technically collecting more water 😂 it’s using the water the sea has 😂 it’s not like the sea said… “we should go collect a lake” 😂,0,,like said collect water mean technically collecting water using water sea like sea said collect lake
https://www.youtube.com/watch?v=MUC5kNCMetY,@sandman93449dm,The power of those three waves alone could probably create enough energy to light the world for 1000 years...,2,,power three wave alone could probably create enough energy light world year
https://www.youtube.com/watch?v=MUC5kNCMetY,@anthonyfoutch3152,there is a Japanese movie about the heroic efforts to save the nuclear power plant. i forgot the name.,0,0,japanese movie heroic effort save nuclear power plant forgot name
https://www.youtube.com/watch?v=MUC5kNCMetY,@d.b.s.6381,Ooooo gojira!😂,0,,ooooo gojira
https://www.youtube.com/watch?v=MUC5kNCMetY,@brianpeterson5559,Too bad Lisa page and Peter Strock wasn't in the FBI building. That would have been entertaining,1,,bad lisa page peter strock fbi building would entertaining
https://www.youtube.com/watch?v=MUC5kNCMetY,@tundrabear01,But but but.... climate change!!,0,1,climate change
https://www.youtube.com/watch?v=MUC5kNCMetY,@drufay6245,That drunk old woman gave no F’s lol,1,,drunk old woman gave lol
https://www.youtube.com/watch?v=MUC5kNCMetY,@anthonyconpeggie5220,"Clickbait
 the first picture that you see on this YT add is altered and fake 👎🏾",0,,clickbait first picture see add altered fake
https://www.youtube.com/watch?v=MUC5kNCMetY,@Thetindallman,"The tsunami is when the wave reaches mainland, not the wave itself, but only when it crashes. The wave in the ocea is called a tidal wave",39,1,tsunami wave reach mainland wave crash wave ocea called tidal wave
https://www.youtube.com/watch?v=MUC5kNCMetY,@seanrosenau2088,Kinda like the difference between asteroids and meteorites? Cool.,0,,kinda like difference asteroid meteorite cool
https://www.youtube.com/watch?v=MUC5kNCMetY,@russelllapua4904,Why is there an FBI office on the American Samoa?,2,,fbi office american samoa
https://www.youtube.com/watch?v=MUC5kNCMetY,@MeaHeaR,Sew-Narmi is qiuté é PôWéŘ-PhÛľĽ,0,0,sew narmi qiut
https://www.youtube.com/watch?v=MUC5kNCMetY,@Cardboard_box_videos,Camera man never dies,3,,camera man never
https://www.youtube.com/watch?v=MUC5kNCMetY,@Danman1974,The quality of that FBI cam 😣,0,0,quality fbi cam
https://www.youtube.com/watch?v=MUC5kNCMetY,@JohnJohansen2,"8:46 Date and year is fine, but when you're at it, please note the magnitude also. 😉",0,,date year fine please note magnitude also
https://www.youtube.com/watch?v=MUC5kNCMetY,@JohnJohansen2,7: 27 I'm impressed that she never sounded hysterical in any way.,0,,impressed never sounded hysterical way
https://www.youtube.com/watch?v=MUC5kNCMetY,@JohnJohansen2,"Regrow the mangrove forests! 
What else is there to say?",1,,regrow mangrove forest else say
https://www.youtube.com/watch?v=MUC5kNCMetY,@timrollins1015,"That really wouldn't be a tsunami wave. A Tsunami wave out to see is traveling upwards of 500 mph. Assuming that large of a ship is out in deep water the wave height of a Tsunami would be very low because the wave length from peak to peak is so far apart in deep water the ship wouldn't even have noticed. It only when it comes in to contact with the land does the wave slow down and start to get taller. 
Please get facts correct before posting.",0,1,really tsunami wave tsunami wave see traveling upwards mph assuming large ship deep water wave height tsunami would low wave length peak peak far apart deep water ship even noticed come contact land wave slow start get taller please get fact correct posting
https://www.youtube.com/watch?v=MUC5kNCMetY,@sjacrane,ocean behaving strangely waves getting higher,63,1,ocean behaving strangely waves getting higher
https://www.youtube.com/watch?v=MUC5kNCMetY,@nicholasforman1195,How do you know that?,5,,know
https://www.youtube.com/watch?v=MUC5kNCMetY,@user-qh8nh7oe6d,"It's like the whole ocean rises, often they not gigantic waves but the pressure and height of the whole ocean brings a terrible force",3,,like whole ocean rise often gigantic wave pressure height whole ocean brings terrible force
https://www.youtube.com/watch?v=MUC5kNCMetY,@HerrinSchadenfreude," @nicholasforman1195  Because there are geological records of mega-tsunamis based on the damage they've caused to coastlines that was left behind. Most tsunamis express as a series of inrushing ocean surges, not gigantic one-off breakers. Those are mega-tsunamis, and they're almost always caused by huge cliff collapses, underwater explosive eruptions, or else asteroid impacts. They don't get caused by earthquakes alone.",3,,nicholasforman geological record mega tsunami based damage caused coastline left behind tsunami express series inrushing ocean surge gigantic one breaker mega tsunami almost always caused huge cliff collapse underwater explosive eruption else asteroid impact get caused earthquake alone
https://www.youtube.com/watch?v=MUC5kNCMetY,@Zulu2020,"Go live in Japan when one of the tsunami‘s hit,Then tell me they don’t come crashing to shore",5,1,live japan one tsunami hit tell come crashing shore
https://www.youtube.com/watch?v=MUC5kNCMetY,@dudenjill1,So you know all this is fake how?,1,0,know fake
https://www.youtube.com/watch?v=MUC5kNCMetY,@sjacrane, @dudenjill1 Coz it never happens duh.,2,,dudenjill coz never happens duh
https://www.youtube.com/watch?v=MUC5kNCMetY,@dudenjill1, @sjacrane you have proof it never happens then? I suppose Japan was just joking when they got hit then.,2,,sjacrane proof never happens suppose japan joking got hit
https://www.youtube.com/watch?v=MUC5kNCMetY,@sjacrane," @dudenjill1 do you possess reading comprehension skills? I never said tsunamis never happen or happened. I said the ones depicted in movies with towering crests, the walls of water, never fkn happen.",1,,dudenjill possess reading comprehension skill never said tsunami never happen happened said one depicted movie towering crest wall water never fkn happen
https://www.youtube.com/watch?v=MUC5kNCMetY,@Oraya0068,Actually there is a video on YouTube showing the wall of water behind a bridge..  if I can find it I will post a link!,3,,actually video youtube showing wall water behind bridge find post link
https://www.youtube.com/watch?v=MUC5kNCMetY,@Kyk843,"There are great documentaries of the one that hit Thailand years back, and yes, it was at least a 40 to 50’ wave that went right over everything.  Only the people on rooftops of multi-storied buildings were spared.",0,0,great documentary one hit thailand year back yes least wave went right everything people rooftop multi storied building spared
https://www.youtube.com/watch?v=MUC5kNCMetY,@Themes_and_Dreams,Ain’t nobody tryna hear all that extra shit. Just show the shit going down,0,0,nobody tryna hear extra shit show shit going
https://www.youtube.com/watch?v=MUC5kNCMetY,@nafis8172,People who can't swim would die thank you all for watching,1,0,people swim would die thank watching
https://www.youtube.com/watch?v=MUC5kNCMetY,@Guardianofdreamcastle-ne5uv,It's impossible to swim against the current of a tsunami. Plus once it makes landfall it's full of debris that can crush people.,0,1,impossible swim current tsunami plus make landfall full debris crush people
https://www.youtube.com/watch?v=MUC5kNCMetY,@theresedavis2526,Even swimmers can die in tsunamis. The force of the water and the debris that it's carrying can kill people.,0,1,even swimmer die tsunami force water debris carrying kill people
https://www.youtube.com/watch?v=MUC5kNCMetY,@judenelson4080,Its terrifying to think the reason they look relatively tame from these videos is because most people who witnessed the worst of it died,1,1,terrifying think reason look relatively tame video people witnessed worst died
https://www.youtube.com/watch?v=MUC5kNCMetY,@michaelweeks9317,No doubt a most unpleasant and bowel content evicting experience-rather like waking up to discover Biden at the helm...,0,0,doubt unpleasant bowel content evicting experience rather like waking discover biden helm
https://www.youtube.com/watch?v=MUC5kNCMetY,@chitterlingsrtasty,The 2011 tsunami was additionally empowered by under water land slides. This is why many areas they were larger than anticipated,8,1,tsunami additionally empowered water land slide many area larger anticipated
https://www.youtube.com/watch?v=MUC5kNCMetY,@3kverches,I'm got a bungalow now. We need to know that's so we need to see that so we need a car. So we need to rap. I cannot overlike a size and I note the next soccer. Do you like you organised a Scott? The dad who buys cupcake dubabout you buy it to skip down,0,,got bungalow need know need see need car need rap cannot overlike size note next soccer like organised scott dad buy cupcake dubabout buy skip
https://www.youtube.com/watch?v=MUC5kNCMetY,@Exnay777,uneventful video...more bark than bite...and you leave out 2004??,0,,uneventful video bark bite leave
https://www.youtube.com/watch?v=MUC5kNCMetY,@Disconnis,Those aren't mountains... They're waves.,2,1,mountain wave
https://www.youtube.com/watch?v=MUC5kNCMetY,@Gamer317.,"In the first clip, the fence is a actual Chad.",0,,first clip fence actual chad
https://www.youtube.com/watch?v=MUC5kNCMetY,@busymamafl,Why is the volcano called honga tanga tanga honga bonga,0,,volcano called honga tanga tanga honga bonga
https://www.youtube.com/watch?v=MUC5kNCMetY,@Kalidor99,Hunga Tonga–Hunga Haʻapai,0,,hunga tonga hunga apai
